algorithm,run,initial_best_fitness,initial_avg_fitness,total_crossover_count,guided_crossover_count,total_mutation_count,guided_mutation_count,bad_position_detect_count,connect_query_count,obb_query_count,mayinterfere_query_count,resource_query_count,repair_count,repair_changed_count,guided_accept_count,guided_reject_count,prescreen_count,prescreen_reject_count,direct_guide_attempt_count,direct_guide_accept_count,direct_guide_illegal_reject_count,connect_candidate_count,obb_fallback_count,constraint_mutation_attempt_count,constraint_mutation_accept_count,constraint_mutation_shift_count,constraint_mutation_reject_count,no_repair_crossover_retry_count,no_repair_illegal_child_count,no_repair_valid_child_count,no_repair_local_reject_count
PSO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSO,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,1,521.410895,695.027201,0,0,0,0,0,0,0,0,0,2880,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,2,485.485408,685.916932,0,0,0,0,0,0,0,0,0,2880,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,3,466.52348,685.141644,0,0,0,0,0,0,0,0,0,2880,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,4,538.099848,688.569683,0,0,0,0,0,0,0,0,0,2880,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,5,491.434253,694.039787,0,0,0,0,0,0,0,0,0,2880,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,6,472.002943,669.662621,0,0,0,0,0,0,0,0,0,2880,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,7,531.314366,700.654656,0,0,0,0,0,0,0,0,0,2880,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,8,471.089162,684.119391,0,0,0,0,0,0,0,0,0,2880,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,9,405.946094,680.620179,0,0,0,0,0,0,0,0,0,2880,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,10,481.717326,687.421175,0,0,0,0,0,0,0,0,0,2880,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,11,462.321757,684.633594,0,0,0,0,0,0,0,0,0,2880,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,12,488.008875,691.233429,0,0,0,0,0,0,0,0,0,2880,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13,549.297858,690.048888,0,0,0,0,0,0,0,0,0,2880,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,14,439.637551,679.142442,0,0,0,0,0,0,0,0,0,2880,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,15,538.985515,712.14209,0,0,0,0,0,0,0,0,0,2880,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,16,536.747695,690.335447,0,0,0,0,0,0,0,0,0,2880,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,17,475.323898,704.194458,0,0,0,0,0,0,0,0,0,2880,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,18,532.309057,679.65454,0,0,0,0,0,0,0,0,0,2880,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,19,545.858874,692.969415,0,0,0,0,0,0,0,0,0,2880,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,20,446.232722,704.649057,0,0,0,0,0,0,0,0,0,2880,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,1,536.183658,690.63653,0,0,0,3682,0,1129,2122,0,0,5590,3098,248,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,2,468.914988,691.31798,0,0,0,3710,0,1141,2106,0,0,5614,3125,338,2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,3,500.432504,676.369784,0,0,0,3802,0,1201,2218,0,0,5752,3203,309,2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,4,492.387487,674.058987,0,0,0,3779,0,1218,2170,0,0,5674,3138,260,2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,5,526.645132,675.964609,0,0,0,3649,0,1142,2072,0,0,5632,3099,290,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,6,516.131066,707.34495,0,0,0,3649,0,1191,2114,0,0,5641,3123,305,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,7,517.10711,680.985694,0,0,0,3665,0,1139,2080,0,0,5581,3095,343,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,8,514.052597,693.860358,0,0,0,3636,0,1119,2075,0,0,5614,3024,301,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,9,498.451558,689.395429,0,0,0,3832,0,1231,2252,0,0,5815,3224,292,2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,10,486.755615,682.996841,0,0,0,3704,0,1169,2108,0,0,5578,3052,244,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,11,494.022136,684.218154,0,0,0,3789,0,1215,2235,0,0,5770,3274,282,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,12,519.055445,697.445835,0,0,0,3726,0,1190,2119,0,0,5680,3156,257,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,13,569.192337,723.017087,0,0,0,3754,0,1172,2164,0,0,5698,3157,292,2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,14,552.699591,716.969601,0,0,0,3773,0,1196,2169,0,0,5668,3137,291,2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,15,483.220935,700.232135,0,0,0,3735,0,1177,2139,0,0,5641,3180,302,2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,16,519.395887,696.676652,0,0,0,3734,0,1218,2204,0,0,5749,3117,332,2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,17,526.638877,699.390424,0,0,0,3788,0,1154,2212,0,0,5743,3175,329,2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,18,518.116861,697.239565,0,0,0,3802,0,1202,2231,0,0,5743,3218,316,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,19,526.006321,686.542242,0,0,0,3832,0,1220,2222,0,0,5716,3251,252,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA,20,597.720396,726.002029,0,0,0,3683,0,1164,2136,0,0,5650,3146,287,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGA-CM,1,491.892323,692.439313,0,0,0,3571,0,1150,2013,0,0,5470,2098,293,2297,0,0,0,0,0,0,0,1558,1497,839,61,0,0,0,0
KG-IGA-CM,2,478.768967,690.573445,0,0,0,3845,0,1238,2254,0,0,5731,2362,278,2573,0,0,0,0,0,0,0,1591,1527,913,64,0,0,0,0
KG-IGA-CM,3,554.812324,676.984266,0,0,0,3766,0,1193,2132,0,0,5650,2192,307,2463,0,0,0,0,0,0,0,1634,1571,865,63,0,0,0,0
KG-IGA-CM,4,534.733847,725.716692,0,0,0,3706,0,1144,2162,0,0,5689,2302,280,2529,0,0,0,0,0,0,0,1544,1485,872,59,0,0,0,0
KG-IGA-CM,5,460.977339,669.636172,0,0,0,3850,0,1242,2267,0,0,5779,2354,228,2671,0,0,0,0,0,0,0,1583,1543,912,40,0,0,0,0
KG-IGA-CM,6,447.508667,660.839348,0,0,0,3717,0,1189,2147,0,0,5674,2191,260,2534,0,0,0,0,0,0,0,1570,1518,906,52,0,0,0,0
KG-IGA-CM,7,452.512785,665.89716,0,0,0,3645,0,1151,2058,0,0,5578,2247,268,2430,0,0,0,0,0,0,0,1587,1519,894,68,0,0,0,0
KG-IGA-CM,8,495.6651,702.751724,0,0,0,3786,0,1135,2175,0,0,5695,2303,329,2486,0,0,0,0,0,0,0,1611,1543,882,68,0,0,0,0
KG-IGA-CM,9,527.719816,686.07919,0,0,0,3754,0,1131,2147,0,0,5653,2332,306,2467,0,0,0,0,0,0,0,1607,1536,878,71,0,0,0,0
KG-IGA-CM,10,552.206182,690.019217,0,0,0,3706,0,1175,2142,0,0,5614,2237,256,2478,0,0,0,0,0,0,0,1564,1498,834,66,0,0,0,0
KG-IGA-CM,11,484.427408,661.919595,0,0,0,3826,0,1240,2253,0,0,5770,2304,296,2594,0,0,0,0,0,0,0,1573,1519,802,54,0,0,0,0
KG-IGA-CM,12,420.736596,684.767545,0,0,0,3675,0,1142,2075,0,0,5557,2126,257,2420,0,0,0,0,0,0,0,1600,1533,836,67,0,0,0,0
KG-IGA-CM,13,499.852654,697.763946,0,0,0,3688,0,1111,2103,0,0,5629,2183,251,2498,0,0,0,0,0,0,0,1585,1550,910,35,0,0,0,0
KG-IGA-CM,14,447.501631,694.013604,0,0,0,3735,0,1185,2130,0,0,5611,1985,211,2520,0,0,0,0,0,0,0,1605,1565,867,40,0,0,0,0
KG-IGA-CM,15,507.668335,691.71112,0,0,0,3746,0,1177,2136,0,0,5644,2119,255,2509,0,0,0,0,0,0,0,1610,1559,916,51,0,0,0,0
KG-IGA-CM,16,469.363821,671.948905,0,0,0,3842,0,1237,2211,0,0,5689,2260,224,2585,0,0,0,0,0,0,0,1631,1584,921,47,0,0,0,0
KG-IGA-CM,17,447.732298,682.425172,0,0,0,3787,0,1205,2196,0,0,5740,2266,259,2601,0,0,0,0,0,0,0,1591,1535,918,56,0,0,0,0
KG-IGA-CM,18,593.561992,696.558725,0,0,0,3784,0,1191,2175,0,0,5680,2297,221,2579,0,0,0,0,0,0,0,1609,1563,904,46,0,0,0,0
KG-IGA-CM,19,532.750065,696.241164,0,0,0,3634,0,1082,2032,0,0,5500,2103,196,2424,0,0,0,0,0,0,0,1602,1568,925,34,0,0,0,0
KG-IGA-CM,20,522.842734,683.886422,0,0,0,3651,0,1177,2105,0,0,5635,2176,218,2537,0,0,0,0,0,0,0,1546,1509,893,37,0,0,0,0
KG-IGA-CM-NR,1,515.265047,688.231737,0,0,0,1627,0,0,0,0,0,0,0,267,2529,0,0,0,0,0,0,0,3434,3434,1763,0,173,173,2880,181
KG-IGA-CM-NR,2,444.023294,674.81803,0,0,0,1591,0,0,0,0,0,0,0,223,2402,0,0,0,0,0,0,0,3215,3215,1701,0,121,121,2880,175
KG-IGA-CM-NR,3,544.505877,704.495248,0,0,0,1647,0,0,0,0,0,0,0,267,2372,0,0,0,0,0,0,0,3373,3373,1762,0,141,141,2880,176
KG-IGA-CM-NR,4,498.177128,683.045495,0,0,0,1585,0,0,0,0,0,0,0,250,2383,0,0,0,0,0,0,0,3267,3267,1653,0,126,126,2880,125
KG-IGA-CM-NR,5,534.131544,670.391823,0,0,0,1587,0,0,0,0,0,0,0,302,2517,0,0,0,0,0,0,0,3393,3393,1713,0,156,156,2880,188
KG-IGA-CM-NR,6,502.25912,677.288742,0,0,0,1629,0,0,0,0,0,0,0,256,2275,0,0,0,0,0,0,0,3258,3258,1845,0,154,154,2880,206
KG-IGA-CM-NR,7,511.320071,688.573193,0,0,0,1591,0,0,0,0,0,0,0,320,2260,0,0,0,0,0,0,0,3207,3207,1671,0,170,170,2880,166
KG-IGA-CM-NR,8,497.83874,697.477978,0,0,0,1560,0,0,0,0,0,0,0,229,2394,0,0,0,0,0,0,0,3246,3246,1726,0,157,157,2880,177
KG-IGA-CM-NR,9,524.433734,691.280816,0,0,0,1562,0,0,0,0,0,0,0,240,2336,0,0,0,0,0,0,0,3196,3196,1768,0,102,102,2880,194
KG-IGA-CM-NR,10,488.058906,698.366259,0,0,0,1569,0,0,0,0,0,0,0,299,2330,0,0,0,0,0,0,0,3245,3245,1609,0,178,178,2880,177
KG-IGA-CM-NR,11,537.780474,699.746883,0,0,0,1596,0,0,0,0,0,0,0,330,2299,0,0,0,0,0,0,0,3279,3279,1701,0,141,141,2880,153
KG-IGA-CM-NR,12,472.66849,688.073916,0,0,0,1562,0,0,0,0,0,0,0,292,2322,0,0,0,0,0,0,0,3251,3251,1758,0,171,171,2880,195
KG-IGA-CM-NR,13,424.584353,667.372356,0,0,0,1610,0,0,0,0,0,0,0,243,2317,0,0,0,0,0,0,0,3229,3229,1739,0,132,132,2880,207
KG-IGA-CM-NR,14,564.432028,698.832703,0,0,0,1548,0,0,0,0,0,0,0,313,2332,0,0,0,0,0,0,0,3251,3251,1725,0,210,210,2880,158
KG-IGA-CM-NR,15,470.552729,692.466911,0,0,0,1631,0,0,0,0,0,0,0,232,2485,0,0,0,0,0,0,0,3352,3352,1765,0,94,94,2880,167
KG-IGA-CM-NR,16,516.407036,698.660997,0,0,0,1566,0,0,0,0,0,0,0,262,2334,0,0,0,0,0,0,0,3220,3220,1731,0,175,175,2880,165
KG-IGA-CM-NR,17,479.226036,696.789242,0,0,0,1591,0,0,0,0,0,0,0,269,2402,0,0,0,0,0,0,0,3334,3334,1832,0,180,180,2880,195
KG-IGA-CM-NR,18,472.530945,716.341806,0,0,0,1616,0,0,0,0,0,0,0,194,2354,0,0,0,0,0,0,0,3258,3258,1805,0,118,118,2880,183
KG-IGA-CM-NR,19,539.053105,675.774878,0,0,0,1561,0,0,0,0,0,0,0,227,2386,0,0,0,0,0,0,0,3217,3217,1731,0,156,156,2880,202
KG-IGA-CM-NR,20,429.078655,691.465275,0,0,0,1664,0,0,0,0,0,0,0,229,2375,0,0,0,0,0,0,0,3389,3389,1872,0,111,111,2880,211
KG-IGAv2,1,502.812323,685.075199,2880,0,877,954,0,41022,2948,0,0,2880,591,98,856,0,0,954,98,856,2948,0,0,0,0,0,0,0,0,0
KG-IGAv2,2,516.351219,688.695767,2880,0,863,997,0,42871,3148,0,0,2880,645,126,871,0,0,997,126,871,3148,0,0,0,0,0,0,0,0,0
KG-IGAv2,3,486.161131,702.37781,2880,0,867,1052,0,45236,3269,0,0,2880,593,124,928,0,0,1052,124,928,3269,0,0,0,0,0,0,0,0,0
KG-IGAv2,4,545.936653,704.775252,2880,0,859,966,0,41538,3096,0,0,2880,597,112,854,0,0,966,112,854,3096,0,0,0,0,0,0,0,0,0
KG-IGAv2,5,516.602081,725.677337,2880,0,880,996,0,42828,3011,0,0,2880,612,101,895,0,0,996,101,895,3011,0,0,0,0,0,0,0,0,0
KG-IGAv2,6,536.527366,698.846758,2880,0,869,1062,0,45666,3499,0,0,2880,623,121,941,0,0,1062,121,941,3499,0,0,0,0,0,0,0,0,0
KG-IGAv2,7,430.916273,663.870392,2880,0,876,1011,0,43473,3223,0,0,2880,653,119,892,0,0,1011,119,892,3223,0,0,0,0,0,0,0,0,0
KG-IGAv2,8,517.735123,710.750907,2880,0,837,987,0,42441,3273,0,0,2880,595,127,860,0,0,987,127,860,3273,0,0,0,0,0,0,0,0,0
KG-IGAv2,9,518.608234,683.231353,2880,0,843,985,0,42355,2969,0,0,2880,563,121,864,0,0,985,121,864,2969,0,0,0,0,0,0,0,0,0
KG-IGAv2,10,511.376617,697.506402,2880,0,864,961,0,41323,2995,0,0,2880,571,102,859,0,0,961,102,859,2995,0,0,0,0,0,0,0,0,0
KG-IGAv2,11,555.11335,711.076765,2880,0,854,1050,0,45150,3490,0,0,2880,641,122,928,0,0,1050,122,928,3490,0,0,0,0,0,0,0,0,0
KG-IGAv2,12,561.950796,680.294346,2880,0,804,1029,0,44247,3144,0,0,2880,597,130,899,0,0,1029,130,899,3144,0,0,0,0,0,0,0,0,0
KG-IGAv2,13,445.813566,679.553506,2880,0,861,970,0,41710,3341,0,0,2880,610,107,863,0,0,970,107,863,3341,0,0,0,0,0,0,0,0,0
KG-IGAv2,14,469.697238,683.060849,2880,0,863,992,0,42656,3258,0,0,2880,598,128,864,0,0,992,128,864,3258,0,0,0,0,0,0,0,0,0
KG-IGAv2,15,487.263044,677.515018,2880,0,887,1022,0,43946,3355,0,0,2880,587,108,914,0,0,1022,108,914,3355,0,0,0,0,0,0,0,0,0
KG-IGAv2,16,464.672738,672.760434,2880,0,851,1023,0,43989,3361,0,0,2880,589,115,908,0,0,1023,115,908,3361,0,0,0,0,0,0,0,0,0
KG-IGAv2,17,517.191395,691.246815,2880,0,876,965,0,41495,3053,0,0,2880,642,114,851,0,0,965,114,851,3053,0,0,0,0,0,0,0,0,0
KG-IGAv2,18,534.34607,696.036221,2880,0,867,1017,0,43731,3033,0,0,2880,586,131,886,0,0,1017,131,886,3033,0,0,0,0,0,0,0,0,0
KG-IGAv2,19,464.713134,703.121566,2880,0,851,992,0,42656,3252,0,0,2880,556,112,880,0,0,992,112,880,3252,0,0,0,0,0,0,0,0,0
KG-IGAv2,20,538.171784,684.338905,2880,0,872,1004,0,43172,3270,0,0,2880,633,131,873,0,0,1004,131,873,3270,0,0,0,0,0,0,0,0,0
KG-IGAv3,1,502.812323,685.075199,2880,1092,1991,1572,0,96148,96363,95920,95920,3474,1507,1629,1186,20667,6956,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,2,516.351219,688.695767,2880,1107,1974,1533,0,95914,96114,95688,95688,3436,1511,1579,1191,20601,7050,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,3,486.161131,702.37781,2880,1110,1884,1491,0,95241,95451,95024,95024,3416,1481,1590,1120,20472,6899,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,4,545.936653,704.775252,2880,1105,1993,1470,0,95643,95810,95432,95432,3396,1540,1596,1117,20556,6966,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,5,516.602081,725.677337,2880,1063,1913,1487,0,94929,95101,94680,94680,3442,1431,1488,1203,20478,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,6,536.527366,698.846758,2880,1083,1981,1530,0,95640,95814,95384,95384,3440,1480,1564,1179,20580,6945,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,7,430.916273,663.870392,2880,1049,1937,1521,0,94940,95143,94696,94696,3460,1525,1544,1159,20502,6903,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,8,517.735123,710.750907,2880,1086,1945,1525,0,95076,95293,94832,94832,3486,1516,1570,1186,20472,6939,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,9,518.608234,683.231353,2880,1085,1942,1499,0,95274,95469,95048,95048,3410,1466,1534,1159,20514,6918,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,10,511.376617,697.506402,2880,1074,1946,1541,0,95486,95678,95232,95232,3446,1342,1635,1100,20565,6920,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,11,555.11335,711.076765,2880,1098,1956,1530,0,95433,95634,95184,95184,3476,1504,1632,1142,20520,6918,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,12,561.950796,680.294346,2880,1093,1929,1545,0,95123,95354,94872,94872,3482,1559,1575,1183,20469,6895,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,13,445.813566,679.553506,2880,1070,1913,1490,0,94937,95130,94704,94704,3450,1536,1582,1122,20472,6899,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,14,469.697238,683.060849,2880,1054,1883,1486,0,94701,94908,94480,94480,3428,1460,1549,1111,20454,6945,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,15,487.263044,677.515018,2880,1070,1941,1502,0,95337,95532,95120,95120,3428,1482,1566,1142,20550,6905,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,16,464.672738,672.760434,2880,1086,1967,1568,0,95512,95726,95248,95248,3484,1506,1605,1175,20550,6884,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,17,517.191395,691.246815,2880,1115,1934,1523,0,95250,95463,95000,95000,3472,1568,1566,1201,20460,6860,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,18,534.34607,696.036221,2880,1079,1916,1562,0,95370,95604,95128,95128,3490,1490,1575,1200,20538,7035,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,19,464.713134,703.121566,2880,1066,1938,1592,0,95464,95695,95200,95200,3552,1648,1627,1208,20571,6965,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,20,538.171784,684.338905,2880,1093,1932,1497,0,95394,95591,95176,95176,3422,1500,1588,1129,20526,6946,0,0,0,0,0,0,0,0,0,0,0,0,0
